id,commtime,cso9ft2,efact9,jobconst,manconst,childlt6,c3h17m,female,jobhome,age,commtime_m,commtime_f,cso9ft2_f,cso9ft2_m,efact9_f,efact9_m,jobconst_f,jobconst_m,manconst_f,manconst_m,childlt6_f,childlt6_m,c3h17m_f,c3h17m_m,female_f,female_m,jobhome_f,jobhome_m,age_f,age_m
2007,60,0.73541,1.17737,1,0,0,0,0,0,0,0,60,0,0.73541,0,1.17737,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,10,-0.80194,-0.72741,1,0,0,0,0,1,0,0,10,0,-0.80194,0,-0.72741,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2009,60,-0.16636,-0.62471,0,0,0,0,0,1,0,0,60,0,-0.16636,0,-0.62471,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,NA,-0.7621,0.95064,0,1,0,0,1,1,0,NA,NA,-0.7621,0,0.95064,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2011,90,-0.26265,0.26561,0,0,1,1,1,1,1,90,0,-0.26265,0,0.26561,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
2012,65,-0.88378,0.96024,0,0,1,1,1,1,0,65,0,-0.88378,0,0.96024,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2013,32,1.52711,-0.76456,1,1,0,0,1,1,0,32,0,1.52711,0,-0.76456,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2014,90,-0.89873,0.13592,0,1,0,0,0,1,1,0,90,0,-0.89873,0,0.13592,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2015,40,-0.84793,-0.31061,0,0,0,1,1,1,0,40,0,-0.84793,0,-0.31061,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2016,52.5,1.31812,-1.25241,1,1,0,0,1,1,0,52.5,0,1.31812,0,-1.25241,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2017,50,-0.30002,1.07745,0,0,0,1,0,1,0,0,50,0,-0.30002,0,1.07745,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,90,-0.51897,0.06668,0,0,0,1,1,1,1,90,0,-0.51897,0,0.06668,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2019,50,0.55676,-0.48127,1,0,0,1,0,1,1,0,50,0,0.55676,0,-0.48127,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2020,50,-0.33001,-0.08017,0,0,0,0,1,1,1,50,0,-0.33001,0,-0.08017,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2021,37.5,-0.23889,-0.17596,1,1,0,0,1,0,1,37.5,0,-0.23889,0,-0.17596,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2022,60,-2.39908,-0.86692,1,0,0,0,1,0,1,60,0,-2.39908,0,-0.86692,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023,40,0.8813,0.72423,1,0,0,1,0,1,0,0,40,0,0.8813,0,0.72423,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2024,40,-0.63534,0.08127,1,0,0,0,0,1,1,0,40,0,-0.63534,0,0.08127,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2025,85,-0.16539,0.08753,1,0,0,1,1,1,0,85,0,-0.16539,0,0.08753,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2026,45,1.96208,1.34097,1,1,0,1,1,1,0,45,0,1.96208,0,1.34097,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
2027,90,-1.04109,0.07928,0,0,0,1,1,1,1,90,0,-1.04109,0,0.07928,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2028,100,-0.80293,0.11834,0,0,0,1,1,1,1,100,0,-0.80293,0,0.11834,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2029,80,-0.28207,0.3887,0,0,0,1,0,1,0,0,80,0,-0.28207,0,0.3887,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2030,20,0.80777,0.17543,0,0,1,0,1,1,0,20,0,0.80777,0,0.17543,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2031,25,-0.03514,-0.38969,1,0,0,0,1,1,1,25,0,-0.03514,0,-0.38969,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2032,17,1.93392,-0.18772,1,0,0,0,1,0,1,17,0,1.93392,0,-0.18772,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2033,6,-0.6023,-0.90492,1,1,0,0,1,0,NA,6,0,-0.6023,0,-0.90492,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA
2034,70,1.70898,0.87167,1,1,0,0,1,1,1,70,0,1.70898,0,0.87167,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2035,80,-0.99636,-0.04707,0,0,0,1,0,1,1,0,80,0,-0.99636,0,-0.04707,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2036,55,-0.91238,0.18089,0,0,0,0,0,1,1,0,55,0,-0.91238,0,0.18089,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2037,60,-0.28282,-0.37304,0,0,0,0,0,1,1,0,60,0,-0.28282,0,-0.37304,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2038,90,-0.71115,-0.19905,0,0,0,1,0,1,1,0,90,0,-0.71115,0,-0.19905,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2039,60,-0.39176,-0.6441,1,1,0,0,1,0,0,60,0,-0.39176,0,-0.6441,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2040,45,-0.65149,0.04806,1,1,0,0,1,0,0,45,0,-0.65149,0,0.04806,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2041,45,0.95464,-0.19235,1,0,0,0,0,1,0,0,45,0,0.95464,0,-0.19235,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2042,60,-0.92556,0.24538,0,1,0,0,1,1,1,60,0,-0.92556,0,0.24538,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2043,25,-0.90417,-0.07666,1,0,0,1,0,1,1,0,25,0,-0.90417,0,-0.07666,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2044,35,0.14506,0.50472,0,1,0,0,1,1,1,35,0,0.14506,0,0.50472,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2045,55,0.08937,0.07566,1,1,0,0,1,0,1,55,0,0.08937,0,0.07566,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2046,45,-0.55083,-0.16369,0,0,0,1,1,1,1,45,0,-0.55083,0,-0.16369,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2047,30,-0.68484,-1.20997,1,0,0,1,0,1,1,0,30,0,-0.68484,0,-1.20997,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2048,50,-0.60269,0.13434,1,0,0,0,1,1,1,50,0,-0.60269,0,0.13434,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2049,28.5,-0.47958,-0.20456,0,0,0,1,1,1,1,28.5,0,-0.47958,0,-0.20456,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2050,50,-2.36018,0.01497,0,0,0,0,1,1,1,50,0,-2.36018,0,0.01497,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2051,100,-0.726,0.24332,1,0,1,0,1,1,0,100,0,-0.726,0,0.24332,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2052,150,0.38423,1.04652,0,0,0,1,1,1,1,150,0,0.38423,0,1.04652,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2053,110,-0.44105,0.61726,0,1,0,0,1,1,1,110,0,-0.44105,0,0.61726,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2054,70,-0.67965,-0.17459,1,0,0,0,1,1,1,70,0,-0.67965,0,-0.17459,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2055,40,-0.76784,1.25667,0,1,0,0,1,1,1,40,0,-0.76784,0,1.25667,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2056,10,-0.47309,0.06532,0,0,0,1,1,1,0,10,0,-0.47309,0,0.06532,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2057,105,-0.61953,1.05398,0,0,1,1,0,1,1,0,105,0,-0.61953,0,1.05398,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2058,30,0.11384,0.18583,1,1,1,0,1,1,0,30,0,0.11384,0,0.18583,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
2059,75,-0.63577,0.80399,0,1,1,1,1,1,0,75,0,-0.63577,0,0.80399,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
2060,40,-2.20581,-0.78149,1,1,1,0,1,0,0,40,0,-2.20581,0,-0.78149,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2061,60,-0.75446,0.17388,0,0,1,1,1,1,0,60,0,-0.75446,0,0.17388,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2062,95,-0.04063,0.18107,0,0,0,1,1,1,0,95,0,-0.04063,0,0.18107,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2063,160,-0.46684,-0.31555,1,1,0,0,0,1,1,0,160,0,-0.46684,0,-0.31555,0,1,0,1,0,0,0,0,0,0,0,1,0,1
2064,90,-0.96199,0.72853,0,0,1,1,1,1,0,90,0,-0.96199,0,0.72853,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2065,20,-0.58583,-0.2317,0,1,0,0,1,1,0,20,0,-0.58583,0,-0.2317,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2066,28,0.93273,-0.54877,1,1,0,0,1,0,1,28,0,0.93273,0,-0.54877,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2067,16,0.30334,-0.0352,0,0,0,0,0,1,1,0,16,0,0.30334,0,-0.0352,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2068,25,1.2043,0.54899,1,1,0,0,1,1,1,25,0,1.2043,0,0.54899,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2069,50,-0.24865,0.02746,0,0,0,1,1,1,1,50,0,-0.24865,0,0.02746,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2070,20,-1.16584,-0.13181,0,0,0,1,0,1,1,0,20,0,-1.16584,0,-0.13181,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2071,95,0.51194,0.15053,1,0,0,0,1,0,1,95,0,0.51194,0,0.15053,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2072,45,0.60271,-0.23216,1,0,1,1,0,1,0,0,45,0,0.60271,0,-0.23216,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2073,55,-1.0169,0.39537,0,0,0,1,0,1,1,0,55,0,-1.0169,0,0.39537,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2074,55,-0.99836,1.06849,0,1,0,0,0,1,1,0,55,0,-0.99836,0,1.06849,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2075,55,-0.3922,1.3169,0,0,0,1,1,1,1,55,0,-0.3922,0,1.3169,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2076,60,-0.14693,0.90303,0,0,0,1,1,1,1,60,0,-0.14693,0,0.90303,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2077,60,-0.96284,-0.51313,0,1,0,0,0,1,0,0,60,0,-0.96284,0,-0.51313,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2078,45,0.91149,-0.49539,1,0,1,0,0,1,0,0,45,0,0.91149,0,-0.49539,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2079,115,0.33183,-0.31779,1,1,0,0,1,1,0,115,0,0.33183,0,-0.31779,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2080,57.5,0.89057,0.12079,1,0,0,0,1,1,1,57.5,0,0.89057,0,0.12079,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2081,30,-0.45003,-1.07507,1,1,0,0,1,0,1,30,0,-0.45003,0,-1.07507,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2082,60,-0.83342,1.05055,0,0,0,1,1,1,1,60,0,-0.83342,0,1.05055,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2083,20,-0.20013,0.3793,1,0,1,1,1,1,0,20,0,-0.20013,0,0.3793,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
2084,40,-0.88412,-0.21755,1,0,0,0,0,1,0,0,40,0,-0.88412,0,-0.21755,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2085,50,1.1761,0.85647,1,1,0,0,0,1,0,0,50,0,1.1761,0,0.85647,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2086,55,2.24409,0.60425,0,1,0,0,1,1,1,55,0,2.24409,0,0.60425,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2087,10,-0.82229,-0.91315,0,1,0,0,1,1,0,10,0,-0.82229,0,-0.91315,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2088,30,-0.92342,1.19555,0,0,0,1,1,1,1,30,0,-0.92342,0,1.19555,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
3000,150,-0.25645,0.94596,1,0,1,0,0,1,0,0,150,0,-0.25645,0,0.94596,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3001,150,-0.57309,0.59897,1,1,0,0,0,1,1,0,150,0,-0.57309,0,0.59897,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3002,85,0.25167,-0.41613,0,0,0,0,1,1,1,85,0,0.25167,0,-0.41613,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3003,55,0.53307,1.1136,0,0,1,1,0,1,1,0,55,0,0.53307,0,1.1136,0,0,0,0,0,1,0,1,0,0,0,1,0,1
3004,80,1.20074,0.08096,1,0,0,0,0,0,1,0,80,0,1.20074,0,0.08096,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3005,50,0.603,0.52512,1,1,0,0,1,1,1,50,0,0.603,0,0.52512,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3006,140,-1.09217,1.28371,0,1,1,0,1,1,0,140,0,-1.09217,0,1.28371,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3007,100,-0.79067,0.42902,0,0,0,1,0,1,1,0,100,0,-0.79067,0,0.42902,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3008,120,-0.70704,0.51905,1,0,0,1,0,1,1,0,120,0,-0.70704,0,0.51905,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3009,40,-0.80305,-1.20762,0,1,0,0,0,1,1,0,40,0,-0.80305,0,-1.20762,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3010,90,0.57188,-0.23964,1,0,0,1,0,1,1,0,90,0,0.57188,0,-0.23964,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3011,100,-0.43477,0.7736,0,1,0,0,1,1,1,100,0,-0.43477,0,0.7736,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3012,120,-0.52649,0.07221,1,1,0,0,1,1,1,120,0,-0.52649,0,0.07221,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3013,90,0.52326,1.24411,1,1,1,0,0,0,1,0,90,0,0.52326,0,1.24411,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3014,95,0.20108,0.32711,1,1,1,0,0,1,1,0,95,0,0.20108,0,0.32711,0,1,0,1,0,1,0,0,0,0,0,1,0,1
3015,125,-0.93433,0.56795,0,1,1,0,0,1,1,0,125,0,-0.93433,0,0.56795,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3016,65,-0.51405,0.33364,0,1,1,0,0,1,1,0,65,0,-0.51405,0,0.33364,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3017,105,0.37144,0.43456,0,0,0,1,1,1,1,105,0,0.37144,0,0.43456,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
3018,160,-0.5923,0.01886,0,0,0,0,0,1,0,0,160,0,-0.5923,0,0.01886,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3019,150,-1.01393,0.17611,0,1,0,0,0,1,1,0,150,0,-1.01393,0,0.17611,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3020,165,0.61422,0.59605,0,0,0,1,1,1,1,165,0,0.61422,0,0.59605,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
3021,140,0.00242,1.39356,0,0,0,0,0,1,1,0,140,0,0.00242,0,1.39356,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3022,160,-0.83023,0.02483,0,0,0,1,0,1,1,0,160,0,-0.83023,0,0.02483,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3023,105,-0.71281,0.48637,1,1,0,1,0,1,1,0,105,0,-0.71281,0,0.48637,0,1,0,1,0,0,0,1,0,0,0,1,0,1
3024,105,0.57585,0.88728,0,1,0,0,1,1,0,105,0,0.57585,0,0.88728,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3025,60,1.74218,-0.16075,1,1,1,0,1,0,1,60,0,1.74218,0,-0.16075,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
3026,110,-0.59211,0.54776,0,0,0,1,0,1,1,0,110,0,-0.59211,0,0.54776,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3027,180,-0.94151,1.46238,0,0,1,0,1,1,0,180,0,-0.94151,0,1.46238,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3028,130,-0.82575,0.1349,0,0,0,1,0,1,1,0,130,0,-0.82575,0,0.1349,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3029,90,0.35328,-0.0456,1,0,0,0,0,1,1,0,90,0,0.35328,0,-0.0456,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3030,170,-0.8153,1.03592,0,1,0,0,1,1,1,170,0,-0.8153,0,1.03592,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3031,65,-0.85463,0.78216,1,0,0,0,1,1,1,65,0,-0.85463,0,0.78216,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3032,75,-0.07794,-0.34872,0,1,0,0,0,1,1,0,75,0,-0.07794,0,-0.34872,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3033,75,-0.94097,0.6338,1,1,0,0,1,1,1,75,0,-0.94097,0,0.6338,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3034,100,-0.8108,0.43274,0,0,0,0,1,1,1,100,0,-0.8108,0,0.43274,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3035,105,0.77357,-0.44875,1,0,0,0,0,1,0,0,105,0,0.77357,0,-0.44875,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3036,85,1.12805,0.58645,0,0,0,1,1,1,0,85,0,1.12805,0,0.58645,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3037,180,-1.03964,1.05881,0,1,1,0,1,1,1,180,0,-1.03964,0,1.05881,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
3038,180,1.33273,-0.30958,0,0,1,0,0,1,1,0,180,0,1.33273,0,-0.30958,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3039,180,-0.40314,0.02009,0,0,0,1,0,1,1,0,180,0,-0.40314,0,0.02009,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3040,180,-0.59958,1.77805,0,0,1,0,0,1,1,0,180,0,-0.59958,0,1.77805,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3041,150,0.60502,0.07513,0,1,0,0,1,1,1,150,0,0.60502,0,0.07513,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3042,150,1.15385,-0.51364,0,1,0,0,0,1,1,0,150,0,1.15385,0,-0.51364,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3043,110,-0.81451,0.39334,0,0,0,1,0,1,1,0,110,0,-0.81451,0,0.39334,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3044,40,0.64876,0.16876,0,0,0,1,1,1,0,40,0,0.64876,0,0.16876,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3045,40,0.06665,0.6928,0,1,0,0,0,1,1,0,40,0,0.06665,0,0.6928,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3046,120,0.23106,1.15927,0,1,0,0,0,1,1,0,120,0,0.23106,0,1.15927,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3047,75,-0.85113,0.30142,1,1,0,0,0,0,1,0,75,0,-0.85113,0,0.30142,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3048,132,1.35727,-0.39791,0,0,0,0,0,1,0,0,132,0,1.35727,0,-0.39791,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3049,120,0.04107,0.46673,1,1,0,0,1,1,1,120,0,0.04107,0,0.46673,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3050,NA,-2.2352,-3.89503,1,1,0,0,0,0,NA,NA,NA,0,-2.2352,0,-3.89503,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA
3051,120,0.20823,1.22037,0,1,0,0,1,1,1,120,0,0.20823,0,1.22037,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3052,150,0.75829,0.37635,1,0,0,0,0,1,1,0,150,0,0.75829,0,0.37635,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3053,120,-0.5794,0.82531,0,1,0,0,1,1,0,120,0,-0.5794,0,0.82531,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3054,140,-0.89327,1.40438,0,1,0,0,0,1,1,0,140,0,-0.89327,0,1.40438,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3055,150,-0.77745,0.1484,1,1,0,1,0,1,1,0,150,0,-0.77745,0,0.1484,0,1,0,1,0,0,0,1,0,0,0,1,0,1
3056,30,-0.82372,0.3158,1,1,0,0,1,0,1,30,0,-0.82372,0,0.3158,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3057,30,-0.61592,0.44252,0,1,0,0,1,1,0,30,0,-0.61592,0,0.44252,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3058,90,-0.80854,0.30854,0,1,1,0,0,1,1,0,90,0,-0.80854,0,0.30854,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3059,50,0.35045,0.2516,1,0,0,1,0,1,0,0,50,0,0.35045,0,0.2516,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3060,80,0.46721,0.21258,0,0,1,1,0,1,0,0,80,0,0.46721,0,0.21258,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3061,100,0.42092,-0.36128,1,1,0,1,0,1,1,0,100,0,0.42092,0,-0.36128,0,1,0,1,0,0,0,1,0,0,0,1,0,1
3062,120,-0.1755,-0.10254,1,1,0,0,0,1,0,0,120,0,-0.1755,0,-0.10254,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3063,72.5,-0.8666,-1.63005,1,0,0,0,0,0,1,0,72.5,0,-0.8666,0,-1.63005,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3064,198,-0.77882,0.80644,0,0,0,1,0,1,1,0,198,0,-0.77882,0,0.80644,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3065,150,-0.33415,1.53957,0,0,0,0,0,1,0,0,150,0,-0.33415,0,1.53957,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3066,40,-0.66912,0.32525,0,0,1,1,1,1,0,40,0,-0.66912,0,0.32525,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
3067,130,-0.66336,0.35097,0,0,0,1,0,1,1,0,130,0,-0.66336,0,0.35097,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3068,90,-0.10492,0.51499,1,1,0,0,0,1,1,0,90,0,-0.10492,0,0.51499,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3069,80,-0.80087,0.03889,1,1,0,0,0,0,1,0,80,0,-0.80087,0,0.03889,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3070,120,-0.93885,0.73576,0,0,0,1,0,1,1,0,120,0,-0.93885,0,0.73576,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3071,50,-0.28718,-0.37377,0,0,0,1,1,1,0,50,0,-0.28718,0,-0.37377,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3072,35,0.02095,-0.36036,0,0,0,1,0,1,1,0,35,0,0.02095,0,-0.36036,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3073,97.5,0.42918,0.12606,0,1,0,0,1,1,1,97.5,0,0.42918,0,0.12606,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3074,75,0.04388,1.04311,1,1,0,0,0,0,0,0,75,0,0.04388,0,1.04311,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3075,65,0.94504,0.72177,0,1,0,0,0,1,1,0,65,0,0.94504,0,0.72177,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3076,165,0.03389,0.14573,0,0,0,1,1,1,0,165,0,0.03389,0,0.14573,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3077,80,1.37375,-0.06039,0,0,1,0,0,1,0,0,80,0,1.37375,0,-0.06039,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3078,160,0.49118,1.32814,0,0,1,0,0,1,1,0,160,0,0.49118,0,1.32814,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3079,110,-0.82518,0.08135,1,0,1,0,0,1,1,0,110,0,-0.82518,0,0.08135,0,1,0,0,0,1,0,0,0,0,0,1,0,1
3080,120,-0.71813,0.91526,1,1,0,0,1,0,0,120,0,-0.71813,0,0.91526,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3081,85,-0.6702,-0.06526,0,1,1,0,1,1,1,85,0,-0.6702,0,-0.06526,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
3082,25,2.25565,0.05062,0,0,0,0,1,1,0,25,0,2.25565,0,0.05062,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3083,100,0.71017,0.07782,0,0,0,1,0,1,1,0,100,0,0.71017,0,0.07782,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3084,110,2.08269,-0.05555,1,1,0,0,1,0,1,110,0,2.08269,0,-0.05555,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3085,70,0.13513,0.86972,0,0,0,0,0,1,1,0,70,0,0.13513,0,0.86972,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3086,60,-0.40274,-0.79232,0,1,0,0,0,1,0,0,60,0,-0.40274,0,-0.79232,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3087,130,-0.56197,-1.28369,0,0,0,1,0,1,1,0,130,0,-0.56197,0,-1.28369,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3088,120,0.04135,-0.2324,0,0,0,0,0,1,1,0,120,0,0.04135,0,-0.2324,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3089,90,0.32541,0.47549,0,1,0,0,0,1,0,0,90,0,0.32541,0,0.47549,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3090,85,-0.9939,0.2846,1,1,0,0,1,1,1,85,0,-0.9939,0,0.2846,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
